Russia_Tatarstan	6708
Russia_Tomsk Oblast	21204
Russia_Tula Oblast	6300
Russia_Tuva	2676
Russia_Tver Oblast	9504
Russia_Tyumen Oblast	14736
Russia_Udmurt Republic	4804
Russia_Ulyanovsk Oblast	7788
Russia_Vladimir Oblast	10844
Russia_Volgograd Oblast	7632
Russia_Vologda Oblast	15296
Russia_Voronezh Oblast	11088
Russia_Yamalo-Nenets Autonomous Okrug	224
Russia_Yaroslavl Oblast	6824
Russia_Yugra_Khanty	232
Russia_Yugra_Surgut	34836
Russia_Zabaykalsky Krai	4256
Rwanda	5664
Sahrawi Arab Democratic Republic	11644
Saint Barthelemy	36
Saint Helena Ascension and Tristan da Cunha	1088
Saint Kitts and Nevis	332
Saint Lucia	984
Saint Martin	108
Saint Vincent and the Grenadines	812
Samoa	2864
San Marino	92
Sao Tome and Principe	236
Saudi Arabia_North	8472
Saudi Arabia_South	9932
Senegal	3244
Serbia	14176
Seychelles	448
Sierra Leone	10396
Singapore	472
Slovakia_Region of Banska Bystrica	14104
Slovakia_Region of Bratislava	1172
Slovakia_Region of Kosice	7752
Slovakia_Region of Nitra	2784
Slovakia_Region of Presov	7912
Slovakia_Region of Trencin	6540
Slovakia_Region of Trnava	1796
Slovakia_Region of Zilina	13276
Slovenia_East	19168
Slovenia_West	18316
Solomon Islands	8344
Somalia	3024
South Africa_Eastern Cape	9580
South Africa_Free State	13456
South Africa_Gauteng	7416
South Africa_KwaZulu-Natal	10012
South Africa_Limpopo	9424
South Africa_Mpumalanga	9596
South Africa_North West	8844
